variable,coefficient,std_err,z_value,p_value,sig
L1.ln_gdp_pc,0.9855424123029053,0.0136742308577894,72.07296867753993,0.0,***
repression,-0.0017401936863841172,0.00911047034362427,-0.19101030141675915,0.8485175223894217, 
gross_fixed_capital_formation_perecent_of_gdp,0.001291252106432772,0.0003506577116653027,3.6823719070671745,0.00023107397968919835,***
trade_percentageof_gdp,0.0002079143515382187,0.0001275349196020634,1.6302543035817685,0.10304776114270313, 
inflation_consumer_prices_annual_perecentage_growth,-0.00022878292039482662,4.156977956834123e-05,-5.503587528500233,3.721396383645405e-08,***
population_growth_annual_percentage,-0.011308848473976951,0.004580361839932289,-2.46898582888904,0.013549658421594796,*
expenditure_on_education,1.5350980863360064e-05,0.0008246296986861143,0.018615605147157373,0.9851477538861317, 
_con,0.11667525871064299,0.12934365632590314,0.9020562896154722,0.36702696675276425, 
