variable,coefficient,std_err,z_value,p_value,sig
L1.ln_gdp_pc,0.9877406252508916,0.004961707485565609,199.07272408226103,0.0,***
repression,0.009414045913826108,0.004348048202910064,2.16511995141302,0.030378500443330073,*
gross_fixed_capital_formation_perecent_of_gdp,0.0014080128044957618,0.00032115191030229013,4.3842579144880185,1.1638182366366655e-05,***
trade_percentageof_gdp,0.00010309913069764254,3.912663232265729e-05,2.6350116168301128,0.008413440364189534,**
inflation_consumer_prices_annual_perecentage_growth,-0.00021052982362032568,2.342050309659135e-05,-8.989124731951915,2.4920707967306974e-19,***
population_growth_annual_percentage,-0.007321001437740948,0.0021504772515366965,-3.4043612563255334,0.0006631898128249884,***
expenditure_on_education,0.0003106657986133854,0.0003726534363679762,0.8336587517916213,0.4044733081505957, 
_con,0.08046053680419618,0.04202448265904237,1.9146110008538928,0.055542131142619654, 
