entity,year,gdp_pc,repression,iv_repression,gross_fixed_capital_formation_perecent_of_gdp,trade_percentageof_gdp,inflation_consumer_prices_annual_perecentage_growth,population_growth_annual_percentage,expenditure_on_education,ln_gdp_pc
Lesotho,2012,1086.390348,0.868,0.719,35.94741498,150.2085754,6.051436621,1.005106078,17.43000031,6.990615872376158
Lesotho,2013,1093.953235,0.339,0.704,30.99269993,133.3654898,4.865118995,1.082912996,19.30999947,6.9975532352675245
Lesotho,2014,1100.049937,0.339,0.727,29.38948372,126.2924754,5.37028961,1.140322752,18.10000038,7.003110855028765
Lesotho,2015,1121.198513,-0.455,0.498,28.33961471,129.7227731,3.218445137,1.17199707,13.9359951,7.022153493032173
Lesotho,2016,1147.587488,-0.444,0.432,26.63107928,136.3152477,6.596504907,1.218943021,13.99764061,7.0454171812942015
Lesotho,2017,1097.821668,-0.042,0.497,27.38722722,146.3667713,4.447699374,1.24492807,15.5313015,7.001083193578136
Lesotho,2018,1068.444629,0.537,0.665,25.97845662,144.4349555,4.751803016,1.220690194,15.22459126,6.973959252171699
Lesotho,2019,1040.99351,0.293,0.588,25.85149052,140.5166335,5.187083592,1.174698371,13.82598495,6.9479308342055255
Lesotho,2020,944.8341284,0.859,0.728,24.31159488,141.0966051,4.978096763,1.18432063,14.77121544,6.8510093865846935
Lesotho,2021,955.2212363,1.3,0.819,25.67004551,139.1864795,6.04774592,1.148042669,14.38798714,6.861942974698573
Lesotho,2022,967.519286,1.514,0.836,27.07148982,142.3739811,8.271803899,1.080480169,15.5426712,6.874735358555389
Lesotho,2023,974.3824781,1.009,0.749,28.34600576,141.5137559,6.342217431,1.103286783,11.26225662,6.881803914548466
Libya,1999,10643.14528,-1.456,0.103,9.205321827,34.80163011,2.648622523,1.49314341,8.138730049,9.272671328234454
Lithuania,1995,4924.096675,2.861,0.942,20.23511077,84.5445655,39.64762903,-0.769728018,15.24838638,8.501896120539717
Lithuania,1996,5211.100252,2.861,0.942,20.46649762,92.8137967,24.62519539,-0.760343408,14.5829277,8.558546293258027
Lithuania,1997,5685.449015,2.861,0.942,22.26434372,99.64948897,8.881048485,-0.737830358,10.24743271,8.64566538547554
Lithuania,1998,6154.172456,2.861,0.942,23.78051326,89.3653046,5.067553858,-0.724436207,14.19670582,8.724885578888754
Lithuania,1999,6129.99844,2.861,0.942,21.85211516,74.58473574,0.727550627,-0.709489234,16.68835068,8.72094977444409
Lithuania,2000,6384.308654,2.861,0.947,19.10614378,83.19149427,0.981615479,-0.70338544,15.36083031,8.76159848601856
Lithuania,2001,6854.525128,2.861,0.947,20.50139495,93.48713737,1.367120308,-0.824008723,16.48760223,8.83266431578214
Lithuania,2002,7374.097971,2.861,0.947,20.68804514,100.3322295,0.28150661,-0.802765711,17.45901108,8.905728864710714
Lithuania,2003,8218.693363,2.861,0.947,21.5317487,98.09140432,-1.13430855,-0.812278097,17.1585083,9.014166517142515
Lithuania,2004,8851.925989,2.861,0.947,22.80372151,104.0720707,1.164102521,-1.122991275,19.18181992,9.088390340200606
Lithuania,2005,9692.868538,2.861,0.947,23.40315266,117.4496912,2.658484841,-1.628401126,18.2094574,9.179145691829708
Lithuania,2006,10577.21455,2.861,0.947,26.01252755,124.613633,3.739120041,-1.596378318,15.68590641,9.266457395702073
Lithuania,2007,11889.35452,2.861,0.96,28.58253671,116.2958103,5.737173828,-1.187947957,14.13593292,9.383398700574531
Lithuania,2008,12324.51973,2.861,0.96,26.04808308,126.7597078,10.92588562,-1.028483175,15.0595808,9.419346031011692
Lithuania,2009,10612.9204,2.861,0.96,17.83426944,105.0402512,4.453044565,-1.110345754,14.98082829,9.269827443498135
Lithuania,2010,10884.11619,2.861,0.973,17.0850047,131.6265074,1.319213621,-2.09694342,13.969347,9.295059775149353
Lithuania,2011,11836.72004,2.861,0.973,18.79886644,149.6453069,4.130275626,-2.258463899,13.13148403,9.37896184641121
Lithuania,2012,12516.61841,2.861,0.973,17.57791287,156.6389257,3.089982771,-1.295492765,14.98808384,9.43481251312393
Lithuania,2013,13145.80693,2.861,0.946,18.67065137,156.6266379,1.047479371,-0.937390958,14.74607182,9.483858122118988
Lithuania,2014,13753.1896,2.861,0.946,19.10753461,143.2901158,0.103758009,-0.813668566,14.50097752,9.529026047102716
Lithuania,2015,14269.80399,2.861,0.946,19.59724646,138.195575,-0.884097406,-0.894068259,14.43061733,9.565900974567155
