variable,coefficient,std_err,z_value,p_value,sig
L1.ln_gdp_pc,0.9614970624251384,0.01676760856375538,57.342527932307334,0.0,***
repression,-0.0008459222741814543,0.007017393323434724,-0.12054650996353306,0.9040502386116868, 
gross_fixed_capital_formation_perecent_of_gdp,0.0011398030206164478,0.0004950777750725751,2.3022706289923036,0.021319915091921708,*
trade_percentageof_gdp,0.0003992095263707935,0.000151979280751671,2.6267365156378677,0.00862080583484633,**
inflation_consumer_prices_annual_perecentage_growth,-0.00027803162859935115,7.136879483865849e-05,-3.8957030061652262,9.791431085468796e-05,***
population_growth_annual_percentage,-0.018494732620716547,0.006639275660017336,-2.785655178033119,0.005341966421629927,**
expenditure_on_education,-0.0011545000111885528,0.0009728113239520323,-1.1867666244862496,0.23531968703601902, 
_con,0.34119293642703497,0.15867584277563984,2.1502512950850727,0.03153534268903321,*
